nombre:frecuencia:fmil
ANTONIO:666584:28.93
MANUEL:581915:25.25
JOSE:578937:25.12
FRANCISCO:488901:21.22
DAVID:366782:15.92
JUAN:340021:14.76
JOSE ANTONIO:308091:13.37
JAVIER:307329:13.34
DANIEL:298813:12.97
JOSE LUIS:290986:12.63
FRANCISCO JAVIER:287152:12.46
CARLOS:278297:12.08
JESUS:274932:11.93
ALEJANDRO:261480:11.35
MIGUEL:245575:10.66
JOSE MANUEL:241599:10.48
RAFAEL:233996:10.16
MIGUEL ANGEL:227729:9.88
PEDRO:221987:9.63
PABLO:219386:9.52
ANGEL:218381:9.48
SERGIO:207521:9.01
JOSE MARIA:205759:8.93
FERNANDO:202815:8.80
JORGE:193295:8.39
LUIS:191493:8.31
ALBERTO:179769:7.80
JUAN CARLOS:160492:6.97
ALVARO:160461:6.96
ADRIAN:154997:6.73
JUAN JOSE:153195:6.65
DIEGO:153179:6.65
RAUL:140774:6.11
IVAN:134723:5.85
JUAN ANTONIO:133472:5.79
RUBEN:128632:5.58
ENRIQUE:128236:5.57
OSCAR:123004:5.34
RAMON:121089:5.26
VICENTE:117127:5.08
ANDRES:115748:5.02
JUAN MANUEL:113168:4.91
JOAQUIN:110998:4.82
SANTIAGO:110080:4.78
VICTOR:105958:4.60
EDUARDO:105731:4.59
MARIO:103908:4.51
ROBERTO:98075:4.26
JAIME:96654:4.19
FRANCISCO JOSE:95517:4.15
MARCOS:92836:4.03
IGNACIO:89936:3.90
ALFONSO:83713:3.63
JORDI:82957:3.60
HUGO:82459:3.58
RICARDO:81088:3.52
SALVADOR:80153:3.48
GUILLERMO:72657:3.15
EMILIO:72063:3.13
GABRIEL:71438:3.10
MARC:70098:3.04
GONZALO:66964:2.91
JULIO:66827:2.90
JULIAN:66385:2.88
MOHAMED:66334:2.88
JOSE MIGUEL:65078:2.82
TOMAS:64178:2.79
MARTIN:62127:2.70
AGUSTIN:62089:2.69
JOSE RAMON:58396:2.53
NICOLAS:58372:2.53
ISMAEL:55829:2.42
JOAN:55510:2.41
FELIX:55387:2.40
SAMUEL:55020:2.39
CRISTIAN:54660:2.37
AITOR:51259:2.22
LUCAS:48959:2.12
HECTOR:48517:2.11
JUAN FRANCISCO:47349:2.05
IKER:45971:2.00
JOSEP:45352:1.97
JOSE CARLOS:45147:1.96
ALEX:44514:1.93
MARIANO:44368:1.93
DOMINGO:43656:1.89
SEBASTIAN:43647:1.89
ALFREDO:43149:1.87
CESAR:43026:1.87
JOSE ANGEL:40918:1.78
FELIPE:40458:1.76
JOSE IGNACIO:39534:1.72
VICTOR MANUEL:39481:1.71
RODRIGO:38642:1.68
LUIS MIGUEL:37199:1.61
MATEO:35022:1.52
JOSE FRANCISCO:34618:1.50
JUAN LUIS:34170:1.48
XAVIER:34081:1.48
ALBERT:33915:1.47
